id,fecha,id_p,usercode,fecha_hora,latitude,longitude,latitude_pc,longitude_pc,fecha_hora_pc,distancia
75,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38532715,-71.51657801,2018-06-02 21:50:42,5
76,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38531979,-71.51657683,2018-06-02 21:50:51,5
77,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38532130,-71.51657555,2018-06-02 21:51:11,5
78,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38527997,-71.51660672,2018-06-02 23:24:50,5
79,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38529927,-71.51656690,2018-06-02 23:28:03,5
80,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38532131,-71.51660434,2018-06-02 23:28:10,5
81,2018-06-02,278749,4BA93CE2575B5E69,2018-06-02 21:46:41,-16.38531636,-71.51660570,-16.38530963,-71.51663281,2018-06-02 23:28:22,5
82,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38523360,-71.51665769,2018-06-02 16:11:16,5
83,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38523360,-71.51665769,2018-06-02 16:11:24,5
84,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38525998,-71.51667134,2018-06-02 20:59:03,5
85,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38525667,-71.51666851,2018-06-02 20:59:14,5
86,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38526306,-71.51666522,2018-06-02 20:59:25,5
87,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38525697,-71.51666681,2018-06-02 20:59:36,5
88,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38526611,-71.51666045,2018-06-02 20:59:54,5
89,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38526714,-71.51666032,2018-06-02 21:00:03,5
90,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38525956,-71.51668666,2018-06-02 22:22:14,5
91,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38526118,-71.51669026,2018-06-02 22:22:28,5
92,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38526127,-71.51668888,2018-06-02 22:22:32,5
93,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38525053,-71.51669826,2018-06-02 23:24:23,5
94,2018-06-02,280994,4BA93CE2575B5E69,2018-06-02 16:11:16,-16.38523360,-71.51665769,-16.38526361,-71.51667751,2018-06-02 23:28:36,5
95,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38523360,-71.51665769,2018-06-02 16:11:16,5
96,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38523360,-71.51665769,2018-06-02 16:11:24,5
97,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38525998,-71.51667134,2018-06-02 20:59:03,5
98,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38525667,-71.51666851,2018-06-02 20:59:14,5
99,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38526306,-71.51666522,2018-06-02 20:59:25,5
100,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38525697,-71.51666681,2018-06-02 20:59:36,5
101,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38526611,-71.51666045,2018-06-02 20:59:54,5
102,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38526714,-71.51666032,2018-06-02 21:00:03,5
103,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38525956,-71.51668666,2018-06-02 22:22:14,5
104,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38526118,-71.51669026,2018-06-02 22:22:28,5
105,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38526127,-71.51668888,2018-06-02 22:22:32,5
106,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38525053,-71.51669826,2018-06-02 23:24:23,5
107,2018-06-02,280995,4BA93CE2575B5E69,2018-06-02 16:11:24,-16.38523360,-71.51665769,-16.38526361,-71.51667751,2018-06-02 23:28:36,5
108,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38528795,-71.51666431,2018-06-02 16:16:15,5
109,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:11:40,5
110,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:05,5
111,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:25,5
112,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:45,5
113,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:13:05,5
114,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:13:25,5
115,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38528649,-71.51666410,2018-06-02 16:29:34,5
116,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38529043,-71.51666462,2018-06-02 16:32:18,5
117,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38528882,-71.51666577,2018-06-02 16:32:43,5
118,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38529221,-71.51666717,2018-06-02 16:33:24,5
119,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38528784,-71.51663406,2018-06-02 16:35:25,5
120,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38531097,-71.51662579,2018-06-02 20:58:56,5
121,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38526306,-71.51666522,2018-06-02 20:59:25,5
122,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38526611,-71.51666045,2018-06-02 20:59:54,5
123,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38526714,-71.51666032,2018-06-02 21:00:03,5
124,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38529297,-71.51662896,2018-06-02 21:00:26,5
125,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38531879,-71.51668069,2018-06-02 23:24:46,5
126,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38530963,-71.51663281,2018-06-02 23:28:22,5
127,2018-06-02,280996,4BA93CE2575B5E69,2018-06-02 16:11:40,-16.38530572,-71.51666538,-16.38526361,-71.51667751,2018-06-02 23:28:36,5
128,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38528795,-71.51666431,2018-06-02 16:16:15,5
129,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:11:40,5
130,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:05,5
131,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:25,5
132,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:45,5
133,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:13:05,5
134,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:13:25,5
135,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38528649,-71.51666410,2018-06-02 16:29:34,5
136,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38529043,-71.51666462,2018-06-02 16:32:18,5
137,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38528882,-71.51666577,2018-06-02 16:32:43,5
138,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38529221,-71.51666717,2018-06-02 16:33:24,5
139,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38528784,-71.51663406,2018-06-02 16:35:25,5
140,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38531097,-71.51662579,2018-06-02 20:58:56,5
141,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38526306,-71.51666522,2018-06-02 20:59:25,5
142,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38526611,-71.51666045,2018-06-02 20:59:54,5
143,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38526714,-71.51666032,2018-06-02 21:00:03,5
144,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38529297,-71.51662896,2018-06-02 21:00:26,5
145,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38531879,-71.51668069,2018-06-02 23:24:46,5
146,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38530963,-71.51663281,2018-06-02 23:28:22,5
147,2018-06-02,280997,4BA93CE2575B5E69,2018-06-02 16:12:05,-16.38530572,-71.51666538,-16.38526361,-71.51667751,2018-06-02 23:28:36,5
148,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38528795,-71.51666431,2018-06-02 16:16:15,5
149,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:11:40,5
